,Location,No. of Bedrooms,City,price_lack
1810,Nungambakkam,2.0,Chennai,43099999
1811,T Nagar,3.0,Chennai,10000000
1812,K K Nagar,2.0,Chennai,9000000
1813,Ambattur,2.0,Chennai,3881000
1814,Perumbakkam,2.0,Chennai,3300000
1815,Valasaravakkam,3.0,Chennai,11700000
1816,Anna Nagar,2.0,Chennai,13600000
1817,Porur,2.0,Chennai,7000000
1818,Perungalathur,1.0,Chennai,2771000
1819,Perungalathur,1.0,Chennai,2699000
1820,Perungalathur,2.0,Chennai,5022000
1821,Perungalathur,1.0,Chennai,2657000
1822,Perungalathur,2.0,Chennai,3888000
1823,Perungalathur,1.0,Chennai,2729000
1824,Perungalathur,3.0,Chennai,8108000
1825,Karapakkam,1.0,Chennai,3306000
1826,Karapakkam,3.0,Chennai,8248999
1827,Karapakkam,2.0,Chennai,6447000
1828,Karapakkam,3.0,Chennai,8525000
1829,Karapakkam,2.0,Chennai,6428000
1830,Karapakkam,4.0,Chennai,16800000
1831,Karapakkam,3.0,Chennai,9799000
1832,Karapakkam,3.0,Chennai,8136000
1833,Karapakkam,3.0,Chennai,9831000
1834,Karapakkam,3.0,Chennai,11399999
1835,Karapakkam,3.0,Chennai,9818000
1836,Karapakkam,3.0,Chennai,8462000
1837,Karapakkam,3.0,Chennai,12200000
1838,Karapakkam,4.0,Chennai,16500000
1839,Karapakkam,1.0,Chennai,3372999
1840,Karapakkam,4.0,Chennai,16500000
1841,Karapakkam,4.0,Chennai,16399999
1842,Karapakkam,3.0,Chennai,10000000
1843,Mevalurkuppam,2.0,Chennai,3990000
1844,Madhavaram,3.0,Chennai,7295999
1845,Madhavaram,2.0,Chennai,6360000
1846,Madhavaram,3.0,Chennai,8507000
1847,Kolapakkam,2.0,Chennai,5500000
1848,Kolapakkam,3.0,Chennai,7550000
1849,Kolapakkam,2.0,Chennai,5735000
1850,Kolapakkam,2.0,Chennai,5560000
1851,Kolapakkam,3.0,Chennai,7700000
1852,Kolapakkam,2.0,Chennai,5580000
1853,Kolapakkam,2.0,Chennai,5520000
1854,Kundrathur,2.0,Chennai,2397000
1855,Pammal,2.0,Chennai,6025000
1856,Pammal,2.0,Chennai,5768000
1857,Pammal,2.0,Chennai,4547000
1858,Pammal,2.0,Chennai,5208000
1859,Pammal,3.0,Chennai,7280000
1860,Puzhal,3.0,Chennai,6495000
1861,Puzhal,3.0,Chennai,6791000
1862,Puzhal,3.0,Chennai,7289000
1863,Puzhal,3.0,Chennai,7642000
1864,Selaiyur,2.0,Chennai,4641000
1865,Selaiyur,2.0,Chennai,4907000
1866,Selaiyur,2.0,Chennai,4685000
1867,Selaiyur,2.0,Chennai,4498000
1868,Selaiyur,2.0,Chennai,4812000
1869,Thoraipakkam OMR,3.0,Chennai,11000000
1870,Thoraipakkam OMR,3.0,Chennai,11500000
1871,Thoraipakkam OMR,3.0,Chennai,10000000
1872,Thoraipakkam OMR,3.0,Chennai,10000000
1873,Thoraipakkam OMR,3.0,Chennai,11000000
1874,Thoraipakkam OMR,3.0,Chennai,10500000
1875,Thoraipakkam OMR,3.0,Chennai,10400000
1876,Thoraipakkam OMR,3.0,Chennai,12000000
1877,Thoraipakkam OMR,3.0,Chennai,11500000
1878,Thoraipakkam OMR,3.0,Chennai,10400000
1879,Thoraipakkam OMR,3.0,Chennai,10400000
1880,Thoraipakkam OMR,3.0,Chennai,10800000
1881,Karapakkam,2.0,Chennai,6504000
1882,Karapakkam,3.0,Chennai,8646000
1883,Karapakkam,2.0,Chennai,6452000
1884,Karapakkam,3.0,Chennai,8494000
1885,Karapakkam,2.0,Chennai,6441000
1886,Karapakkam,2.0,Chennai,6462000
1887,Karapakkam,2.0,Chennai,6456999
1888,Karapakkam,3.0,Chennai,8421000
1889,Karapakkam,2.0,Chennai,6342000
1890,Karapakkam,1.0,Chennai,2766000
1891,Thoraipakkam OMR,3.0,Chennai,9357000
1892,Karapakkam,3.0,Chennai,8431000
1893,Thoraipakkam OMR,4.0,Chennai,10200000
1894,Karapakkam,3.0,Chennai,8473000
1895,Karapakkam,2.0,Chennai,6300000
1896,Thoraipakkam OMR,3.0,Chennai,8657000
1897,Karapakkam,3.0,Chennai,8237000
1898,Thoraipakkam OMR,2.0,Chennai,8131000
1899,Karapakkam,1.0,Chennai,3013000
1900,Karapakkam,1.0,Chennai,3024000
1901,Thoraipakkam OMR,2.0,Chennai,7201000
1902,Karapakkam,2.0,Chennai,6909000
1903,Thoraipakkam OMR,3.0,Chennai,8680000
1904,Karapakkam,3.0,Chennai,8158000
1905,Thoraipakkam OMR,2.0,Chennai,7956999
1906,Karapakkam,1.0,Chennai,2971000
1907,Karapakkam,2.0,Chennai,6762000
1908,Thoraipakkam OMR,2.0,Chennai,7218000
1909,Karapakkam,1.0,Chennai,2982000
1910,Karapakkam,3.0,Chennai,8205000
1911,Thoraipakkam OMR,3.0,Chennai,8920000
1912,Karapakkam,2.0,Chennai,6834999
1913,Thoraipakkam OMR,3.0,Chennai,8556000
1914,Karapakkam,1.0,Chennai,2961000
1915,Mogappair,3.0,Chennai,11500000
1916,Mogappair,3.0,Chennai,11500000
1917,Mugalivakkam,2.0,Chennai,4140000
1918,Mugalivakkam,2.0,Chennai,4284000
1919,Mugalivakkam,2.0,Chennai,4275000
1920,Mugalivakkam,2.0,Chennai,4009000
1921,Mugalivakkam,2.0,Chennai,4302000
1922,Mugalivakkam,2.0,Chennai,4077000
1923,Mugalivakkam,2.0,Chennai,4441000
1924,Mugalivakkam,2.0,Chennai,4468000
1925,Mugalivakkam,2.0,Chennai,4171000
1926,Mugalivakkam,2.0,Chennai,4239000
1927,Mugalivakkam,2.0,Chennai,4189000
1928,Mugalivakkam,2.0,Chennai,3892000
1929,Anna Nagar,3.0,Chennai,15000000
1930,Adyar,3.0,Chennai,27300000
1931,Sholinganallur,3.0,Chennai,7784999
1932,Sholinganallur,3.0,Chennai,7841000
1933,Sholinganallur,2.0,Chennai,5663000
1934,Sholinganallur,2.0,Chennai,6224000
1935,Sholinganallur,2.0,Chennai,6219000
1936,Sholinganallur,2.0,Chennai,6214000
1937,Sholinganallur,2.0,Chennai,5778000
1938,Sholinganallur,2.0,Chennai,6200000
1939,Sholinganallur,2.0,Chennai,6195000
1940,Sholinganallur,2.0,Chennai,5648000
1941,Sholinganallur,2.0,Chennai,6245000
1942,Sholinganallur,2.0,Chennai,5816000
1943,Sholinganallur,2.0,Chennai,6141000
1944,Sholinganallur,2.0,Chennai,6003000
1945,Sholinganallur,2.0,Chennai,5993000
1946,Sholinganallur,2.0,Chennai,5682000
1947,Sholinganallur,2.0,Chennai,5678000
1948,Sholinganallur,2.0,Chennai,6776000
1949,Sholinganallur,2.0,Chennai,6853000
1950,Mogappair,2.0,Chennai,7527000
1951,Mogappair,2.0,Chennai,6662000
1952,Mogappair,3.0,Chennai,10300000
1953,Mugalivakkam,2.0,Chennai,6083000
1954,Mugalivakkam,3.0,Chennai,10200000
1955,Mugalivakkam,4.0,Chennai,11500000
1956,Mugalivakkam,3.0,Chennai,8563000
1957,Mugalivakkam,1.0,Chennai,3211999
1958,Mugalivakkam,3.0,Chennai,8981000
1959,Mugalivakkam,1.0,Chennai,3289000
1960,Mugalivakkam,2.0,Chennai,5461000
1961,Sholinganallur,3.0,Chennai,7542000
1962,Medavakkam,2.0,Chennai,5226000
1963,Medavakkam,3.0,Chennai,6629000
1964,Medavakkam,2.0,Chennai,5580000
1965,Medavakkam,2.0,Chennai,5295000
1966,East Tambaram,2.0,Chennai,5889000
1967,East Tambaram,2.0,Chennai,6123000
1968,East Tambaram,2.0,Chennai,6552000
1969,East Tambaram,3.0,Chennai,7780000
1970,East Tambaram,2.0,Chennai,6584000
1971,East Tambaram,3.0,Chennai,7163000
1972,East Tambaram,2.0,Chennai,5934000
1973,Maduravoyal,3.0,Chennai,10200000
1974,Maduravoyal,2.0,Chennai,7415000
1975,Maduravoyal,2.0,Chennai,6758000
1976,Maduravoyal,3.0,Chennai,9612000
1977,Maduravoyal,2.0,Chennai,7252000
1978,Maduravoyal,2.0,Chennai,7525000
1979,Maduravoyal,2.0,Chennai,6667000
1980,Maduravoyal,2.0,Chennai,6661000
1981,Maduravoyal,3.0,Chennai,10300000
1982,Maduravoyal,3.0,Chennai,10100000
1983,Maduravoyal,2.0,Chennai,6934000
1984,Sholinganallur,3.0,Chennai,6967000
1985,Sholinganallur,3.0,Chennai,6967000
1986,Sholinganallur,2.0,Chennai,6506999
1987,Sholinganallur,2.0,Chennai,6506999
1988,Tiruvottiyur,1.0,Chennai,2529000
1989,Tiruvottiyur,1.0,Chennai,2542000
1990,Tiruvottiyur,2.0,Chennai,3404999
1991,Tiruvottiyur,2.0,Chennai,3397000
1992,Tiruvottiyur,1.0,Chennai,2525000
1993,Tiruvottiyur,2.0,Chennai,3392000
1994,Tiruvottiyur,1.0,Chennai,2725000
1995,Tiruvottiyur,2.0,Chennai,3327000
1996,Tiruvottiyur,1.0,Chennai,2710000
1997,Tiruvottiyur,1.0,Chennai,2567000
1998,Tiruvottiyur,2.0,Chennai,3418000
1999,Tiruvottiyur,1.0,Chennai,2708000
2000,Tiruvottiyur,1.0,Chennai,2550000
2001,Tiruvottiyur,2.0,Chennai,3427000
2002,Perungalathur,2.0,Chennai,2259000
2003,Perungalathur,1.0,Chennai,2014000
2004,Perungalathur,2.0,Chennai,2772000
2005,Perungalathur,2.0,Chennai,3183000
2006,Perungalathur,2.0,Chennai,2788000
2007,Perungalathur,1.0,Chennai,2002000
2008,Perungalathur,2.0,Chennai,2768000
2009,Perungalathur,2.0,Chennai,2765000
2010,Perungalathur,2.0,Chennai,3242000
2011,Perungalathur,2.0,Chennai,2456000
2012,Perungalathur,2.0,Chennai,2449000
2013,Perungalathur,2.0,Chennai,2445000
2014,Perungalathur,2.0,Chennai,2476000
2015,Perungalathur,1.0,Chennai,2061000
2016,Perungalathur,2.0,Chennai,2425000
2017,Perungalathur,2.0,Chennai,3199000
2018,Perungalathur,1.0,Chennai,2050000
2019,Perungalathur,2.0,Chennai,2441000
2020,East Tambaram,2.0,Chennai,5712000
2021,East Tambaram,2.0,Chennai,4776000
2022,East Tambaram,3.0,Chennai,7620000
2023,East Tambaram,2.0,Chennai,5580000
2024,East Tambaram,2.0,Chennai,5382000
2025,Mogappair,3.0,Chennai,13300000
2026,Mogappair,2.0,Chennai,9500000
2027,Mogappair,3.0,Chennai,13700000
2028,Manapakkam,2.0,Chennai,6333000
2029,Manapakkam,2.0,Chennai,4065999
2030,Manapakkam,2.0,Chennai,4513000
2031,Poonamallee,1.0,Chennai,2743000
2032,Mudichur,1.0,Chennai,2089999
2033,Saidapet,4.0,Chennai,33500000
2034,Saidapet,3.0,Chennai,21600000
2035,Avadi,2.0,Chennai,2499000
2036,Pammal,1.0,Chennai,2827000
2037,Pammal,2.0,Chennai,4684000
2038,Pammal,2.0,Chennai,4204000
2039,Pammal,3.0,Chennai,5908000
2040,Avadi,2.0,Chennai,2500000
2041,Avadi,2.0,Chennai,2750000
2042,Madipakkam,2.0,Chennai,4684000
2043,Madipakkam,2.0,Chennai,4843000
2044,Madipakkam,2.0,Chennai,4398000
2045,Poonamallee,2.0,Chennai,3442000
2046,Poonamallee,2.0,Chennai,3442000
2047,Poonamallee,2.0,Chennai,3554999
2048,Poonamallee,2.0,Chennai,3554999
2049,Poonamallee,2.0,Chennai,3554999
2050,Poonamallee,2.0,Chennai,3442000
2051,Poonamallee,2.0,Chennai,3627000
2052,Poonamallee,2.0,Chennai,3627000
2053,Pammal,2.0,Chennai,3675000
2054,Pammal,2.0,Chennai,5243000
2055,West Tambaram,2.0,Chennai,6181000
2056,West Tambaram,1.0,Chennai,3159000
2057,West Tambaram,2.0,Chennai,5993000
2058,West Tambaram,3.0,Chennai,8131000
2059,West Tambaram,2.0,Chennai,6955000
2060,Pallavaram,2.0,Chennai,5205000
2061,Pallavaram,2.0,Chennai,5460000
2062,Pallavaram,2.0,Chennai,4617000
2063,Pallavaram,3.0,Chennai,6240000
2064,Alwarpet,2.0,Chennai,11500000
2065,Adambakkam,2.0,Chennai,8000000
2066,Pammal,2.0,Chennai,3479999
2067,Pammal,2.0,Chennai,3868000
2068,Pammal,2.0,Chennai,3628000
2069,Pammal,2.0,Chennai,3676000
2070,Madambakkam,2.0,Chennai,5000000
2071,Madambakkam,2.0,Chennai,5015000
2072,Madambakkam,3.0,Chennai,5805000
2073,Madambakkam,2.0,Chennai,4490000
2074,Perungudi,2.0,Chennai,5599000
2075,Annanagar West,3.0,Chennai,17400000
2076,Thiruverkadu,2.0,Chennai,2500000
2077,Thiruverkadu,1.0,Chennai,2475000
2078,Thiruverkadu,1.0,Chennai,2480000
2079,Maduravoyal,2.0,Chennai,5300000
2080,Avadi,2.0,Chennai,2520000
2081,Avadi,1.0,Chennai,2675000
2082,Avadi,2.0,Chennai,2475000
2083,Urapakkam,2.0,Chennai,3443000
2084,Urapakkam,1.0,Chennai,2003000
2085,Kolapakkam,2.0,Chennai,3347000
2086,Urapakkam,2.0,Chennai,2731000
2087,Avadi,2.0,Chennai,3700000
2088,tambaram west,2.0,Chennai,5000000
2089,Perungudi,2.0,Chennai,12000000
2090,Perungudi,3.0,Chennai,10000000
2091,Guindy,3.0,Chennai,8500000
2092,Maduravoyal,2.0,Chennai,5750000
2093,Maduravoyal,2.0,Chennai,5350000
2094,Avadi,2.0,Chennai,2475000
2095,Avadi,2.0,Chennai,2480000
2096,Avadi,2.0,Chennai,2495000
2097,Avadi,2.0,Chennai,4200000
2098,Avadi,2.0,Chennai,4230000
2099,Avadi,2.0,Chennai,2500000
2100,Avadi,2.0,Chennai,2475000
2101,Avadi,2.0,Chennai,2475000
2102,Avadi,2.0,Chennai,2480000
2103,Avadi,2.0,Chennai,2495000
2104,Avadi,2.0,Chennai,4200000
2105,Avadi,2.0,Chennai,4230000
2106,Avadi,1.0,Chennai,2295000
2107,Avadi,2.0,Chennai,3701000
2108,Avadi,2.0,Chennai,2525000
2109,Avadi,1.0,Chennai,2450000
2110,Avadi,1.0,Chennai,2460000
2111,Thiruverkadu,1.0,Chennai,4300000
2112,Thiruverkadu,1.0,Chennai,4200000
2113,Thiruverkadu,1.0,Chennai,4250000
2114,Thiruverkadu,1.0,Chennai,4350000
2115,Thiruverkadu,1.0,Chennai,2400000
2116,Thiruverkadu,1.0,Chennai,2450000
2117,Thiruverkadu,1.0,Chennai,2490000
2118,Thiruverkadu,1.0,Chennai,2400000
2119,Thiruverkadu,1.0,Chennai,2485000
2120,Thiruverkadu,1.0,Chennai,2475000
2121,Thiruverkadu,1.0,Chennai,2500000
2122,Thiruverkadu,1.0,Chennai,2475000
2123,Avadi,1.0,Chennai,2700000
2124,Thiruverkadu,1.0,Chennai,2500000
2125,Thiruverkadu,1.0,Chennai,2475000
2126,Thiruverkadu,1.0,Chennai,2475000
2127,Avadi,2.0,Chennai,2650000
2128,Avadi,2.0,Chennai,2675000
2129,Navallur,2.0,Chennai,4841000
2130,Navallur,2.0,Chennai,4688000
2131,Navallur,3.0,Chennai,6054000
2132,Navallur,3.0,Chennai,5758000
2133,Navallur,3.0,Chennai,5937000
2134,Navallur,3.0,Chennai,6117000
2135,Navallur,3.0,Chennai,5816000
2136,Navallur,2.0,Chennai,4904000
2137,Navallur,2.0,Chennai,4665000
2138,Navallur,2.0,Chennai,4481000
2139,Korattur,2.0,Chennai,6461000
2140,Korattur,2.0,Chennai,6396000
2141,Korattur,2.0,Chennai,6461000
2142,Korattur,2.0,Chennai,6636000
2143,Korattur,2.0,Chennai,6259000
2144,Korattur,2.0,Chennai,6259000
2145,Korattur,2.0,Chennai,6396000
2146,Korattur,2.0,Chennai,6389000
2147,Anna Nagar,2.0,Chennai,6396000
2148,tambaram west,2.0,Chennai,5400000
2149,tambaram west,2.0,Chennai,5050000
2150,Chromepet,1.0,Chennai,3800000
2151,Pammal,2.0,Chennai,4020000
2152,Pammal,3.0,Chennai,4750000
2153,Pammal,2.0,Chennai,4455000
2154,Pammal,1.0,Chennai,3020000
2155,Pammal,2.0,Chennai,4285000
2156,Pammal,2.0,Chennai,3865000
2157,Pammal,3.0,Chennai,5025000
2158,Pammal,2.0,Chennai,4250000
2159,tambaram west,2.0,Chennai,5070000
2160,tambaram west,2.0,Chennai,5850000
2161,Irumbuliyur,1.0,Chennai,3000000
2162,Poonamallee,2.0,Chennai,3510000
2163,Poonamallee,2.0,Chennai,3627000
2164,Poonamallee,2.0,Chennai,3510000
2165,Irumbuliyur,1.0,Chennai,2750000
2166,tambaram west,1.0,Chennai,2850000
2167,Chromepet,2.0,Chennai,6600000
2168,Anna Nagar,2.0,Chennai,6948000
2169,Anna Nagar,2.0,Chennai,6461000
2170,Anna Nagar,2.0,Chennai,6389000
2171,Anna Nagar,2.0,Chennai,6396000
2172,Anna Nagar,2.0,Chennai,6461000
2173,Anna Nagar,2.0,Chennai,6461000
2174,Anna Nagar,2.0,Chennai,6461000
2175,Anna Nagar,2.0,Chennai,6389000
2176,Annanagar West,2.0,Chennai,6389000
2177,Anna Nagar,2.0,Chennai,6396000
2178,Anna Nagar,2.0,Chennai,6461000
2179,Kelambakkam,3.0,Chennai,3400000
2180,tambaram west,2.0,Chennai,4831000
2181,Kolathur,3.0,Chennai,9548000
2182,Kolathur,2.0,Chennai,6396000
2183,Kolathur,3.0,Chennai,9158000
2184,Kolathur,2.0,Chennai,6389000
2185,Kolathur,2.0,Chennai,6831000
2186,Kolathur,2.0,Chennai,6636000
2187,Kolathur,2.0,Chennai,6461000
2188,Kolathur,2.0,Chennai,6565000
2189,Kolathur,3.0,Chennai,8222000
2190,Kolathur,2.0,Chennai,6948000
2191,Kolathur,2.0,Chennai,6259000
2192,tambaram west,2.0,Chennai,3229000
2193,Thirumullaivoyal,2.0,Chennai,4000000
2194,Korattur,3.0,Chennai,8222000
2195,Korattur,2.0,Chennai,6389000
2196,Korattur,2.0,Chennai,6396000
2197,Korattur,2.0,Chennai,6948000
2198,Korattur,3.0,Chennai,9158000
2199,Korattur,2.0,Chennai,6396000
2200,Korattur,2.0,Chennai,6389000
2201,Korattur,3.0,Chennai,9548000
2202,Korattur,2.0,Chennai,6389000
2203,Korattur,2.0,Chennai,6396000
2204,Korattur,3.0,Chennai,9548000
2205,Korattur,2.0,Chennai,6565000
2206,Korattur,3.0,Chennai,9158000
2207,Korattur,2.0,Chennai,6259000
2208,Korattur,2.0,Chennai,6636000
2209,Korattur,2.0,Chennai,6461000
2210,Korattur,3.0,Chennai,9158000
2211,Korattur,3.0,Chennai,9548000
2212,Korattur,3.0,Chennai,8222000
2213,Korattur,3.0,Chennai,9158000
2214,Korattur,3.0,Chennai,9548000
2215,Korattur,3.0,Chennai,8222000
2216,Velachery,2.0,Chennai,7052000
2217,Singaperumal Koil,3.0,Chennai,8353000
2218,Singaperumal Koil,3.0,Chennai,7252000
2219,Thoraipakkam OMR,4.0,Chennai,11399999
2220,Thoraipakkam OMR,2.0,Chennai,8037000
2221,Thoraipakkam OMR,2.0,Chennai,8881000
2222,Thoraipakkam OMR,3.0,Chennai,9956000
2223,Thoraipakkam OMR,3.0,Chennai,9550000
2224,Sholinganallur,4.0,Chennai,9387000
2225,Sholinganallur,4.0,Chennai,9400000
2226,Ayapakkam,3.0,Chennai,6500000
2227,Perambur,1.0,Chennai,3581000
2228,Perambur,3.0,Chennai,7150000
2229,Perambur,2.0,Chennai,5793000
2230,Perambur,2.0,Chennai,3981000
2231,Perambur,1.0,Chennai,3581000
2232,Perambur,3.0,Chennai,7150000
2233,Perambur,2.0,Chennai,5793000
2234,Perambur,2.0,Chennai,3981000
2235,Singaperumal Koil,3.0,Chennai,4165000
2236,Singaperumal Koil,3.0,Chennai,4165000
2237,Singaperumal Koil,2.0,Chennai,3321000
2238,Singaperumal Koil,2.0,Chennai,3321000
2239,Chromepet,2.0,Chennai,6948999
2240,Chromepet,2.0,Chennai,6912000
2241,Chromepet,2.0,Chennai,6765000
2242,Sholinganallur,2.0,Chennai,4939000
2243,Thoraipakkam OMR,3.0,Chennai,10800000
2244,Thoraipakkam OMR,2.0,Chennai,8494000
2245,Thoraipakkam OMR,3.0,Chennai,10100000
2246,Avadi,2.0,Chennai,2724000
2247,Kelambakkam,2.0,Chennai,4599000
2248,Kelambakkam,3.0,Chennai,6136000
2249,Kelambakkam,2.0,Chennai,4394000
2250,Kelambakkam,3.0,Chennai,5708000
2251,Kelambakkam,3.0,Chennai,6201000
2252,Kelambakkam,3.0,Chennai,5502000
2253,Kelambakkam,2.0,Chennai,4451000
2254,Kelambakkam,3.0,Chennai,5995000
2255,Thoraipakkam OMR,3.0,Chennai,9662000
2256,Thoraipakkam OMR,2.0,Chennai,9075000
2257,Thoraipakkam OMR,3.0,Chennai,9687000
2258,Madipakkam,3.0,Chennai,9500000
2259,Madipakkam,3.0,Chennai,9500000
2260,Madipakkam,3.0,Chennai,10100000
2261,Madipakkam,3.0,Chennai,10100000
2262,Madipakkam,3.0,Chennai,9200000
2263,Madipakkam,3.0,Chennai,9200000
2264,Chetpet,3.0,Chennai,47500000
2265,Chetpet,3.0,Chennai,21000000
2266,Kilpauk,3.0,Chennai,29400000
2267,Anna Nagar,3.0,Chennai,22000000
2268,Chetpet,3.0,Chennai,33600000
2269,Anna Nagar,3.0,Chennai,22000000
2270,Kilpauk,3.0,Chennai,28500000
2271,Anna Nagar,3.0,Chennai,21000000
2272,Anna Nagar,2.0,Chennai,15500000
2273,Ayapakkam,3.0,Chennai,6400000
2274,Raja Annamalai Puram,3.0,Chennai,37500000
2275,Raja Annamalai Puram,4.0,Chennai,65000000
2276,Raja Annamalai Puram,4.0,Chennai,65000000
2277,tambaram west,1.0,Chennai,2979000
2278,tambaram west,1.0,Chennai,2950000
2279,Egmore,3.0,Chennai,28000000
2280,tambaram west,1.0,Chennai,3011000
2281,tambaram west,2.0,Chennai,7500000
2282,Kilpauk,4.0,Chennai,45000000
2283,Alwarpet,3.0,Chennai,54900000
2284,Raja Annamalai Puram,4.0,Chennai,55599999
2285,Raja Annamalai Puram,3.0,Chennai,46900000
2286,Alwarpet,3.0,Chennai,32500000
2287,Porur,2.0,Chennai,4063000
2288,Porur,1.0,Chennai,3365000
2289,Porur,1.0,Chennai,3289000
2290,Porur,1.0,Chennai,3117000
2291,Nungambakkam,3.0,Chennai,59000000
2292,Nungambakkam,3.0,Chennai,59000000
2293,Ayapakkam,3.0,Chennai,7200000
2294,Ayapakkam,3.0,Chennai,6400000
2295,Ayapakkam,3.0,Chennai,6600000
2296,Periyapanicheri,2.0,Chennai,3931000
2297,Periyapanicheri,2.0,Chennai,4730000
2298,Periyapanicheri,3.0,Chennai,5529000
2299,Periyapanicheri,2.0,Chennai,3732000
2300,Periyapanicheri,2.0,Chennai,4033000
2301,Periyapanicheri,2.0,Chennai,3931000
2302,Kolapakkam,1.0,Chennai,2535000
2303,Kolapakkam,1.0,Chennai,3264000
2304,Kolapakkam,1.0,Chennai,3347000
2305,Kolapakkam,2.0,Chennai,3972999
2306,Kolapakkam,2.0,Chennai,2982000
2307,Kolapakkam,2.0,Chennai,3869000
2308,Kolapakkam,1.0,Chennai,2535000
2309,Kolapakkam,2.0,Chennai,5862000
2310,Kolapakkam,2.0,Chennai,2982000
2311,Periyapanicheri,2.0,Chennai,3732000
2312,Periyapanicheri,2.0,Chennai,4033000
2313,Periyapanicheri,2.0,Chennai,3931000
2314,Kolapakkam,1.0,Chennai,3264000
2315,Perungudi,2.0,Chennai,7367000
2316,Thiruvanmiyur,3.0,Chennai,24200000
2317,Thoraipakkam OMR,2.0,Chennai,6589000
2318,Raja Annamalai Puram,3.0,Chennai,56100000
2319,Raja Annamalai Puram,3.0,Chennai,52600000
2320,Raja Annamalai Puram,4.0,Chennai,75700000
2321,Raja Annamalai Puram,3.0,Chennai,48400000
2322,Raja Annamalai Puram,4.0,Chennai,104700000
2323,Raja Annamalai Puram,3.0,Chennai,51600000
2324,Raja Annamalai Puram,3.0,Chennai,47300000
2325,Karapakkam,3.0,Chennai,8792000
2326,Karapakkam,3.0,Chennai,8836000
2327,Karapakkam,2.0,Chennai,6995999
2328,Karapakkam,3.0,Chennai,9119000
2329,Karapakkam,2.0,Chennai,6977000
2330,Karapakkam,4.0,Chennai,19000000
2331,Karapakkam,3.0,Chennai,10400000
2332,Karapakkam,3.0,Chennai,8721000
2333,Karapakkam,3.0,Chennai,10400000
2334,Karapakkam,3.0,Chennai,13200000
2335,Karapakkam,3.0,Chennai,10400000
2336,Karapakkam,3.0,Chennai,9055000
2337,Karapakkam,3.0,Chennai,13799999
2338,Karapakkam,4.0,Chennai,18600000
2339,Karapakkam,4.0,Chennai,18500000
2340,Karapakkam,3.0,Chennai,10600000
2341,Perungudi,2.0,Chennai,7213000
2342,Perungudi,3.0,Chennai,9741000
2343,Thiruvanmiyur,3.0,Chennai,24600000
2344,Thiruvanmiyur,3.0,Chennai,23300000
2345,Thiruvanmiyur,2.0,Chennai,17800000
2346,Thiruvanmiyur,3.0,Chennai,22799999
2347,Vadapalani,4.0,Chennai,25299999
2348,Vadapalani,3.0,Chennai,16000000
2349,Vadapalani,3.0,Chennai,16000000
2350,Vadapalani,3.0,Chennai,17800000
2351,Vadapalani,3.0,Chennai,20700000
2352,Vadapalani,3.0,Chennai,20000000
2353,Vadapalani,3.0,Chennai,17900000
2354,Vadapalani,3.0,Chennai,15800000
2355,Vadapalani,3.0,Chennai,20000000
2356,Vadapalani,3.0,Chennai,15800000
2357,Vadapalani,3.0,Chennai,15600000
2358,Vadapalani,3.0,Chennai,17000000
2359,Vadapalani,3.0,Chennai,17000000
2360,Vadapalani,3.0,Chennai,20299999
2361,Vadapalani,3.0,Chennai,20400000
2362,Vadapalani,4.0,Chennai,24900000
2363,West Tambaram,2.0,Chennai,3202000
2364,West Tambaram,2.0,Chennai,3202000
2365,West Tambaram,2.0,Chennai,3202000
2366,Alandur,2.0,Chennai,8900000
2367,Kovur,2.0,Chennai,5400000
2368,Kelambakkam,2.0,Chennai,5100000
2369,Thoraipakkam OMR,2.0,Chennai,6500000
2370,West Tambaram,2.0,Chennai,3202000
2371,Selaiyur,2.0,Chennai,3377000
2372,West Tambaram,2.0,Chennai,3885000
2373,Vandalur,2.0,Chennai,4000000
2374,Vandalur,2.0,Chennai,4000000
2375,Vandalur,2.0,Chennai,4000000
2376,Vandalur,2.0,Chennai,4000000
2377,Vandalur,2.0,Chennai,4000000
2378,Vandalur,2.0,Chennai,4000000
2379,Vandalur,2.0,Chennai,4000000
2380,Pozhichalur,2.0,Chennai,3322000
2381,Pozhichalur,2.0,Chennai,3065000
2382,Pozhichalur,2.0,Chennai,2808000
2383,Pozhichalur,2.0,Chennai,3276000
2384,Pozhichalur,2.0,Chennai,2909000
2385,Pozhichalur,2.0,Chennai,3049000
2386,Pozhichalur,2.0,Chennai,2858000
2387,Kolathur,2.0,Chennai,8216000
2388,Kolathur,2.0,Chennai,6704000
2389,Kolathur,3.0,Chennai,9276000
2390,Kolathur,3.0,Chennai,10100000
2391,Kolathur,3.0,Chennai,13700000
2392,Kolathur,3.0,Chennai,16900000
2393,Kolathur,3.0,Chennai,10600000
2394,Kolathur,2.0,Chennai,7113000
2395,Kolathur,2.0,Chennai,8604000
2396,Kolathur,3.0,Chennai,9759000
2397,Kolathur,3.0,Chennai,9229000
2398,Madipakkam,3.0,Chennai,12100000
2399,Madipakkam,3.0,Chennai,11600000
2400,Madipakkam,3.0,Chennai,10200000
2401,Madipakkam,2.0,Chennai,9742000
2402,Madipakkam,3.0,Chennai,11700000
2403,Madipakkam,2.0,Chennai,7867000
2404,Madipakkam,2.0,Chennai,8767000
2405,Madipakkam,2.0,Chennai,8589000
2406,Adyar,3.0,Chennai,30000000
